ts,sensor_id,pm25,pm10,no2,o3,so2,co,nh3,c6h6,temp,hum
2026-01-07T16:00,22,6.7,13.3,43.3,0.0,2.8,0.5,0.0,1.7,12.7,68
2026-01-07T17:00,22,7.7,15.4,58.0,0.0,3.1,0.645,0.0,1.9,12.8,66
2026-01-07T18:00,22,6.5,12.5,50.2,0.0,2.9,0.583,0.0,1.5,12.0,71
2026-01-07T19:00,22,5.2,10.4,42.8,0.0,2.9,0.498,0.0,1.3,11.1,68
2026-01-07T20:00,22,5.0,10.0,34.9,0.0,3.4,0.391,0.0,1.0,10.5,70
2026-01-07T21:00,22,4.3,8.9,27.3,0.0,3.2,0.321,0.0,0.8,9.4,71
2026-01-07T22:00,22,3.8,8.2,25.1,0.0,3.4,0.281,0.0,0.6,9.0,77
2026-01-07T23:00,22,3.3,7.0,23.2,0.0,3.5,0.294,0.0,0.5,6.9,78
2026-01-07T00:00,37,2.2,6.4,9.6,0.0,3.3,0.341,0.0,0.6,7.4,78
2026-01-07T01:00,37,2.0,5.5,7.9,0.0,3.3,0.268,0.0,0.5,6.8,78
2026-01-07T02:00,37,2.0,5.8,7.3,0.0,3.4,0.285,0.0,0.4,6.7,79
2026-01-07T03:00,37,2.0,6.0,7.1,0.0,3.2,0.252,0.0,0.4,7.2,81
2026-01-07T04:00,37,2.0,6.4,8.3,0.0,3.4,0.317,0.0,0.5,7.3,76
2026-01-07T05:00,37,2.5,7.4,12.8,0.0,3.3,0.423,0.0,0.7,7.6,80
2026-01-07T06:00,37,3.3,9.8,17.1,0.0,3.6,0.636,0.0,0.9,8.4,77
2026-01-07T07:00,37,4.7,13.8,25.2,0.0,4.7,0.864,0.0,1.3,9.3,74
2026-01-07T08:00,37,4.1,12.1,24.0,0.0,4.2,0.757,0.0,1.1,10.0,74
2026-01-07T09:00,37,3.8,10.4,17.6,0.0,4.3,0.653,0.0,1.0,11.4,71
2026-01-07T10:00,37,3.0,9.0,15.2,0.0,4.2,0.543,0.0,0.9,11.2,66
2026-01-07T11:00,37,2.8,8.3,13.4,0.0,4.1,0.482,0.0,0.7,12.5,63
2026-01-07T12:00,37,2.8,7.0,12.6,0.0,4.1,0.418,0.0,0.7,13.4,64
2026-01-07T13:00,37,2.8,7.8,11.0,0.0,3.9,0.457,0.0,0.7,13.6,64
2026-01-07T14:00,37,3.2,8.7,12.3,0.0,3.7,0.484,0.0,0.7,13.6,61
2026-01-07T15:00,37,3.3,8.5,14.7,0.0,3.8,0.568,0.0,0.7,13.7,64
2026-01-07T16:00,37,3.9,10.3,16.8,0.0,3.3,0.628,0.0,0.9,12.6,66
2026-01-07T17:00,37,4.7,11.2,20.1,0.0,3.6,0.865,0.0,1.0,12.4,64
2026-01-07T18:00,37,3.8,9.6,18.7,0.0,3.3,0.732,0.0,1.0,12.5,71
2026-01-07T19:00,37,3.1,7.9,15.9,0.0,3.3,0.645,0.0,0.9,11.0,71
2026-01-07T20:00,37,3.2,6.7,12.7,0.0,2.9,0.479,0.0,0.7,9.7,70
2026-01-07T21:00,37,2.6,6.5,10.0,0.0,2.8,0.406,0.0,0.5,9.4,73
2026-01-07T22:00,37,2.3,6.1,8.5,0.0,2.8,0.33,0.0,0.5,8.0,77
2026-01-07T23:00,37,2.2,5.5,7.6,0.0,2.6,0.333,0.0,0.5,7.4,76
2026-01-07T00:00,38,3.6,7.2,15.3,30.5,3.2,0.0,0.0,0.0,6.6,76
2026-01-07T01:00,38,3.3,7.5,12.3,23.8,3.6,0.0,0.0,0.0,6.5,80
2026-01-07T02:00,38,2.8,6.8,13.0,24.4,3.7,0.0,0.0,0.0,5.9,77
2026-01-07T03:00,38,2.7,6.9,12.7,23.7,3.2,0.0,0.0,0.0,6.4,77
2026-01-07T04:00,38,3.0,7.4,14.5,34.5,3.4,0.0,0.0,0.0,6.1,78
2026-01-07T05:00,38,3.8,8.6,19.1,42.5,3.8,0.0,0.0,0.0,8.0,78
2026-01-07T06:00,38,5.0,12.9,26.1,55.8,4.8,0.0,0.0,0.0,7.9,81
2026-01-07T07:00,38,6.2,14.1,39.9,73.0,4.9,0.0,0.0,0.0,9.2,74
2026-01-07T08:00,38,5.3,14.0,40.1,85.4,5.6,0.0,0.0,0.0,10.3,72
2026-01-07T09:00,38,4.8,12.4,31.2,107.6,5.3,0.0,0.0,0.0,10.7,67
2026-01-07T10:00,38,4.1,9.9,21.6,128.7,4.7,0.0,0.0,0.0,12.6,67
2026-01-07T11:00,38,3.6,10.0,21.1,138.0,5.1,0.0,0.0,0.0,12.7,69
2026-01-07T12:00,38,3.2,8.9,20.7,138.6,4.8,0.0,0.0,0.0,13.0,66
2026-01-07T13:00,38,3.2,8.4,20.8,131.1,5.3,0.0,0.0,0.0,13.3,66
2026-01-07T14:00,38,3.3,9.4,21.2,132.2,5.2,0.0,0.0,0.0,13.5,65
2026-01-07T15:00,38,3.5,10.5,22.2,109.3,4.7,0.0,0.0,0.0,13.9,63
2026-01-07T16:00,38,3.8,10.7,29.6,95.3,4.8,0.0,0.0,0.0,12.7,65
2026-01-07T17:00,38,4.2,13.5,33.3,76.4,4.8,0.0,0.0,0.0,12.4,65
2026-01-07T18:00,38,3.4,11.7,30.8,71.7,4.4,0.0,0.0,0.0,11.6,71
2026-01-07T19:00,38,2.8,8.5,22.1,58.6,4.4,0.0,0.0,0.0,11.0,70
2026-01-07T20:00,38,2.6,7.9,18.2,47.2,4.3,0.0,0.0,0.0,10.4,71
2026-01-07T21:00,38,1.9,7.5,14.6,40.7,4.4,0.0,0.0,0.0,9.0,74
2026-01-07T22:00,38,1.8,6.5,14.0,32.8,4.6,0.0,0.0,0.0,8.2,78
2026-01-07T23:00,38,1.7,6.1,13.2,32.9,4.2,0.0,0.0,0.0,7.5,75
2026-01-08T00:00,19,5.8,10.6,17.8,0.0,12.7,0.0,0.0,0.0,7.0,80
2026-01-08T01:00,19,5.4,9.2,14.6,0.0,12.7,0.0,0.0,0.0,6.7,78
2026-01-08T02:00,19,4.6,8.0,13.9,0.0,11.3,0.0,0.0,0.0,6.8,78
2026-01-08T03:00,19,4.9,7.9,15.5,0.0,11.4,0.0,0.0,0.0,7.1,80
2026-01-08T04:00,19,5.0,8.7,18.5,0.0,11.1,0.0,0.0,0.0,6.5,77
2026-01-08T05:00,19,7.1,11.4,24.9,0.0,12.7,0.0,0.0,0.0,7.7,78
2026-01-08T06:00,19,8.9,14.2,36.0,0.0,13.8,0.0,0.0,0.0,8.5,75
2026-01-08T07:00,19,10.7,19.8,55.9,0.0,14.3,0.0,0.0,0.0,8.6,69
2026-01-08T08:00,19,10.3,18.0,56.2,0.0,14.1,0.0,0.0,0.0,10.1,70
2026-01-08T09:00,19,8.6,17.2,47.2,0.0,13.8,0.0,0.0,0.0,10.9,71
2026-01-08T10:00,19,7.5,13.8,35.6,0.0,12.3,0.0,0.0,0.0,12.2,66
2026-01-08T11:00,19,5.9,11.3,33.2,0.0,12.8,0.0,0.0,0.0,12.7,70
2026-01-08T12:00,19,6.5,11.2,34.4,0.0,13.0,0.0,0.0,0.0,12.8,64
2026-01-08T13:00,19,6.2,11.9,33.1,0.0,10.7,0.0,0.0,0.0,12.7,65
2026-01-08T14:00,19,6.6,12.9,35.7,0.0,10.4,0.0,0.0,0.0,13.0,60
2026-01-08T15:00,19,7.1,13.0,38.6,0.0,10.1,0.0,0.0,0.0,13.2,64
2026-01-08T16:00,19,8.8,17.6,43.3,0.0,8.9,0.0,0.0,0.0,13.2,64
2026-01-08T17:00,19,10.3,19.0,60.3,0.0,9.0,0.0,0.0,0.0,12.7,68
2026-01-08T18:00,19,8.5,15.0,58.2,0.0,7.5,0.0,0.0,0.0,11.8,65
2026-01-08T19:00,19,7.1,13.6,49.9,0.0,7.6,0.0,0.0,0.0,10.8,67
2026-01-08T20:00,19,6.1,12.9,36.3,0.0,7.0,0.0,0.0,0.0,9.7,73
2026-01-08T21:00,19,5.4,9.6,34.3,0.0,6.7,0.0,0.0,0.0,9.8,76
2026-01-08T22:00,19,4.7,8.9,27.9,0.0,5.9,0.0,0.0,0.0,8.1,76
2026-01-08T23:00,19,4.6,8.9,24.9,0.0,5.6,0.0,0.0,0.0,7.4,78
2026-01-08T00:00,20,4.2,8.9,17.1,0.0,5.2,0.14,0.0,0.6,6.7,77
2026-01-08T01:00,20,3.9,7.8,16.8,0.0,4.6,0.114,0.0,0.5,6.6,81
2026-01-08T02:00,20,4.2,7.9,15.0,0.0,4.7,0.125,0.0,0.4,6.4,80
2026-01-08T03:00,20,4.0,7.7,16.0,0.0,5.8,0.113,0.0,0.5,6.5,82
2026-01-08T04:00,20,4.5,8.9,19.7,0.0,5.4,0.141,0.0,0.5,6.7,78
2026-01-08T05:00,20,6.1,11.6,25.5,0.0,5.3,0.198,0.0,0.7,7.3,73
2026-01-08T06:00,20,7.3,13.3,38.9,0.0,5.9,0.254,0.0,0.9,8.5,76
2026-01-08T07:00,20,9.8,18.2,54.9,0.0,7.0,0.372,0.0,1.2,8.8,71
2026-01-08T08:00,20,9.1,20.3,57.6,0.0,7.4,0.338,0.0,1.2,9.8,76
2026-01-08T09:00,20,7.1,16.4,45.9,0.0,7.4,0.283,0.0,0.9,11.5,71
2026-01-08T10:00,20,7.2,14.8,42.3,0.0,6.6,0.251,0.0,0.8,11.9,72
2026-01-08T11:00,20,6.8,12.1,33.4,0.0,7.2,0.244,0.0,0.7,12.1,65
2026-01-08T12:00,20,6.5,13.0,35.7,0.0,7.4,0.242,0.0,0.7,13.4,66
2026-01-08T13:00,20,6.3,11.9,37.2,0.0,6.8,0.256,0.0,0.6,13.4,67
2026-01-08T14:00,20,7.0,12.7,40.3,0.0,7.1,0.261,0.0,0.6,13.8,59
2026-01-08T15:00,20,7.8,14.8,40.6,0.0,6.4,0.281,0.0,0.7,13.1,64
2026-01-08T16:00,20,9.8,18.5,52.7,0.0,6.1,0.344,0.0,0.9,12.5,64
2026-01-08T17:00,20,11.4,19.9,70.1,0.0,5.5,0.404,0.0,1.0,12.3,65
2026-01-08T18:00,20,9.9,16.9,63.5,0.0,5.7,0.383,0.0,1.0,11.4,63
2026-01-08T19:00,20,8.3,15.2,56.7,0.0,5.6,0.354,0.0,0.9,10.7,68
2026-01-08T20:00,20,7.3,12.4,44.4,0.0,5.4,0.284,0.0,0.6,10.3,72
2026-01-08T21:00,20,7.1,11.0,33.5,0.0,5.5,0.23,0.0,0.5,9.4,73
2026-01-08T22:00,20,5.9,10.4,31.4,0.0,5.3,0.182,0.0,0.4,7.7,76
2026-01-08T23:00,20,5.6,10.3,30.6,0.0,5.6,0.189,0.0,0.4,6.8,78
2026-01-08T00:00,21,0.0,9.8,18.3,31.0,4.8,0.271,0.0,0.0,7.5,78
2026-01-08T01:00,21,0.0,9.0,14.2,26.3,5.2,0.217,0.0,0.0,6.0,80
2026-01-08T02:00,21,0.0,8.5,12.8,24.2,5.4,0.212,0.0,0.0,5.9,76
2026-01-08T03:00,21,0.0,8.8,13.4,26.0,4.8,0.236,0.0,0.0,6.6,78
2026-01-08T04:00,21,0.0,10.5,14.9,30.8,5.3,0.224,0.0,0.0,7.0,78
2026-01-08T05:00,21,0.0,12.1,21.2,46.7,5.6,0.342,0.0,0.0,7.3,77
2026-01-08T06:00,21,0.0,14.7,28.8,61.2,6.9,0.475,0.0,0.0,7.4,75
2026-01-08T07:00,21,0.0,21.7,44.5,72.1,6.6,0.641,0.0,0.0,8.6,75
2026-01-08T08:00,21,0.0,20.0,43.2,87.4,7.5,0.615,0.0,0.0,9.8,73
2026-01-08T09:00,21,0.0,17.2,31.7,119.8,7.0,0.487,0.0,0.0,10.7,68
2026-01-08T10:00,21,0.0,12.8,25.3,129.2,7.2,0.402,0.0,0.0,11.6,68
2026-01-08T11:00,21,0.0,12.9,23.5,139.2,7.3,0.398,0.0,0.0,13.0,63
2026-01-08T12:00,21,0.0,13.2,23.8,149.4,7.2,0.394,0.0,0.0,13.0,67
2026-01-08T13:00,21,0.0,13.6,24.8,148.4,7.2,0.393,0.0,0.0,13.0,66
2026-01-08T14:00,21,0.0,15.7,23.4,122.1,6.5,0.375,0.0,0.0,13.3,63
2026-01-08T15:00,21,0.0,15.4,26.3,114.6,6.6,0.445,0.0,0.0,13.5,63
2026-01-08T16:00,21,0.0,18.7,33.6,91.3,6.7,0.498,0.0,0.0,12.6,64
2026-01-08T17:00,21,0.0,21.3,39.6,78.3,6.8,0.668,0.0,0.0,13.4,64
2026-01-08T18:00,21,0.0,17.4,38.3,60.9,6.5,0.507,0.0,0.0,12.8,68
2026-01-08T19:00,21,0.0,14.7,30.5,62.9,6.7,0.484,0.0,0.0,11.2,70
2026-01-08T20:00,21,0.0,13.8,26.0,49.1,6.3,0.442,0.0,0.0,9.9,70
2026-01-08T21:00,21,0.0,11.3,18.3,39.7,6.9,0.304,0.0,0.0,8.4,72
2026-01-08T22:00,21,0.0,11.4,16.9,36.3,6.0,0.25,0.0,0.0,8.3,79
2026-01-08T23:00,21,0.0,10.0,15.6,33.7,6.2,0.264,0.0,0.0,7.6,78
2026-01-08T00:00,22,0.0,7.3,20.8,0.0,3.4,0.29,0.0,0.5,7.2,77
2026-01-08T01:00,22,0.0,6.6,18.8,0.0,3.4,0.25,0.0,0.4,6.9,79
2026-01-08T02:00,22,0.0,6.7,18.1,0.0,3.5,0.241,0.0,0.4,7.1,82
2026-01-08T03:00,22,0.0,6.6,19.5,0.0,3.5,0.202,0.0,0.5,6.8,80
2026-01-08T04:00,22,0.0,7.1,22.7,0.0,3.6,0.298,0.0,0.6,6.9,81
2026-01-08T05:00,22,0.0,9.3,32.9,0.0,3.9,0.382,0.0,0.9,6.8,77
2026-01-08T06:00,22,0.0,11.6,45.2,0.0,4.4,0.513,0.0,1.2,8.0,73
2026-01-08T07:00,22,0.0,17.4,65.3,0.0,4.9,0.751,0.0,1.7,8.9,74
2026-01-08T08:00,22,0.0,15.1,66.2,0.0,4.6,0.647,0.0,1.8,9.3,70
2026-01-08T09:00,22,0.0,15.0,53.8,0.0,5.5,0.511,0.0,1.5,11.5,67
2026-01-08T10:00,22,0.0,13.0,43.9,0.0,5.0,0.461,0.0,1.3,11.5,65
2026-01-08T11:00,22,0.0,10.9,41.6,0.0,4.7,0.452,0.0,1.3,12.4,64
2026-01-08T12:00,22,0.0,10.4,37.3,0.0,5.0,0.41,0.0,1.2,12.4,63
2026-01-08T13:00,22,0.0,10.9,39.0,0.0,4.9,0.401,0.0,1.4,13.1,63
2026-01-08T14:00,22,0.0,12.7,42.9,0.0,5.0,0.403,0.0,1.3,14.2,64
2026-01-08T15:00,22,0.0,14.5,44.2,0.0,4.8,0.504,0.0,1.6,13.6,66
2026-01-08T16:00,22,0.0,19.3,58.1,0.0,4.8,0.596,0.0,2.1,12.6,65
2026-01-08T17:00,22,0.0,19.8,65.2,0.0,4.6,0.762,0.0,2.4,12.4,66
2026-01-08T18:00,22,0.0,18.0,63.1,0.0,4.5,0.647,0.0,2.3,11.9,68
2026-01-08T19:00,22,0.0,15.6,53.9,0.0,4.6,0.566,0.0,2.1,10.1,74
2026-01-08T20:00,22,0.0,14.0,50.2,0.0,4.6,0.486,0.0,1.7,10.3,69
2026-01-08T21:00,22,0.0,11.7,39.0,0.0,4.7,0.379,0.0,1.4,9.3,74
2026-01-08T22:00,22,0.0,10.9,30.6,0.0,4.3,0.333,0.0,1.3,7.6,75
2026-01-08T23:00,22,0.0,10.6,33.4,0.0,4.3,0.351,0.0,1.4,7.6,80
2026-01-08T00:00,37,0.0,5.4,7.9,0.0,2.5,0.331,0.0,0.5,7.1,75
2026-01-08T01:00,37,0.1,4.5,7.1,0.0,3.0,0.313,0.0,0.5,6.7,79
2026-01-08T02:00,37,0.3,4.5,7.4,0.0,3.3,0.258,0.0,0.4,6.9,79
2026-01-08T03:00,37,0.4,4.8,7.0,0.0,3.1,0.285,0.0,0.4,6.7,77
2026-01-08T04:00,37,0.6,5.3,8.7,0.0,4.2,0.324,0.0,0.4,6.5,76
2026-01-08T05:00,37,0.9,6.1,12.0,0.0,4.7,0.406,0.0,0.6,7.9,77
2026-01-08T06:00,37,1.4,9.4,19.6,0.0,5.8,0.63,0.0,0.9,7.7,79
2026-01-08T07:00,37,2.1,11.4,31.5,0.0,6.3,0.877,0.0,1.2,9.4,75
2026-01-08T08:00,37,2.6,11.2,29.6,0.0,6.9,0.82,0.0,1.2,9.8,71
2026-01-08T09:00,37,2.4,9.6,25.1,0.0,7.8,0.535,0.0,0.9,11.2,69
2026-01-08T10:00,37,2.3,9.1,19.0,0.0,8.3,0.507,0.0,0.8,11.6,67
2026-01-08T11:00,37,2.1,8.4,16.8,0.0,8.5,0.476,0.0,0.7,12.7,68
2026-01-08T12:00,37,2.3,7.6,19.7,0.0,8.8,0.461,0.0,0.7,13.1,64
2026-01-08T13:00,37,2.4,8.3,19.4,0.0,9.4,0.42,0.0,0.7,13.1,62
2026-01-08T14:00,37,2.8,8.4,21.5,0.0,9.2,0.457,0.0,0.7,13.0,61
2026-01-08T15:00,37,3.9,10.2,24.2,0.0,9.3,0.535,0.0,0.8,12.6,64
2026-01-08T16:00,37,4.6,11.6,29.8,0.0,8.0,0.614,0.0,0.9,13.0,65
2026-01-08T17:00,37,5.2,14.6,36.9,0.0,10.2,0.797,0.0,1.2,12.7,68
2026-01-08T18:00,37,5.4,11.2,36.3,0.0,9.8,0.684,0.0,1.0,12.2,68
2026-01-08T19:00,37,4.4,10.1,28.5,0.0,9.7,0.592,0.0,1.0,11.3,65
2026-01-08T20:00,37,3.7,9.5,23.9,0.0,8.9,0.514,0.0,0.8,10.0,70
2026-01-08T21:00,37,3.7,8.3,19.7,0.0,10.0,0.403,0.0,0.7,9.6,73
2026-01-08T22:00,37,3.5,7.8,16.4,0.0,9.1,0.309,0.0,0.6,8.1,72
2026-01-08T23:00,37,3.5,7.5,17.4,0.0,10.5,0.328,0.0,0.6,7.4,73
2026-01-08T00:00,38,1.4,6.1,13.1,30.3,4.1,0.0,0.0,0.0,6.9,82
2026-01-08T01:00,38,1.4,5.3,10.1,26.2,4.1,0.0,0.0,0.0,6.6,80
2026-01-08T02:00,38,1.3,5.4,10.2,23.4,4.2,0.0,0.0,0.0,7.2,81
2026-01-08T03:00,38,1.3,5.3,10.9,23.8,4.4,0.0,0.0,0.0,6.6,78
2026-01-08T04:00,38,1.4,6.3,12.5,32.6,4.1,0.0,0.0,0.0,7.0,80
2026-01-08T05:00,38,1.9,7.0,17.2,48.7,4.5,0.0,0.0,0.0,7.3,79
2026-01-08T06:00,38,2.4,9.9,22.3,59.8,5.0,0.0,0.0,0.0,8.1,73
2026-01-08T07:00,38,2.7,14.3,34.5,81.5,5.3,0.0,0.0,0.0,9.2,73
2026-01-08T08:00,38,2.6,13.2,33.2,96.0,5.4,0.0,0.0,0.0,9.5,68
2026-01-08T09:00,38,2.4,11.3,24.2,112.7,5.3,0.0,0.0,0.0,11.0,67
2026-01-08T10:00,38,2.3,10.2,21.1,141.5,4.9,0.0,0.0,0.0,12.0,68
2026-01-08T11:00,38,1.8,8.8,18.2,150.0,5.6,0.0,0.0,0.0,12.3,69
2026-01-08T12:00,38,1.8,8.5,19.7,147.2,4.9,0.0,0.0,0.0,12.9,64
2026-01-08T13:00,38,1.8,8.6,18.4,145.0,4.7,0.0,0.0,0.0,14.0,67
2026-01-08T14:00,38,2.1,9.9,19.2,137.1,4.5,0.0,0.0,0.0,12.9,63
2026-01-08T15:00,38,2.2,11.6,22.2,120.8,4.5,0.0,0.0,0.0,13.5,64
2026-01-08T16:00,38,2.7,12.9,23.4,91.9,4.2,0.0,0.0,0.0,12.6,64
2026-01-08T17:00,38,2.9,15.0,26.9,72.1,4.6,0.0,0.0,0.0,11.4,68
2026-01-08T18:00,38,2.5,12.4,27.4,77.5,4.1,0.0,0.0,0.0,11.7,65
2026-01-08T19:00,38,2.2,10.8,23.7,57.7,3.8,0.0,0.0,0.0,10.8,69
2026-01-08T20:00,38,2.1,10.1,20.0,54.2,4.1,0.0,0.0,0.0,10.6,72
2026-01-08T21:00,38,1.8,9.1,15.7,43.3,3.7,0.0,0.0,0.0,8.9,72
2026-01-08T22:00,38,1.6,9.4,13.9,34.5,3.7,0.0,0.0,0.0,8.2,73
2026-01-08T23:00,38,1.7,8.4,12.8,34.9,3.6,0.0,0.0,0.0,7.5,78
2026-01-09T00:00,19,4.7,9.4,26.0,0.0,5.0,0.0,0.0,0.0,7.0,78
2026-01-09T01:00,19,3.7,7.9,23.2,0.0,5.1,0.0,0.0,0.0,6.4,78
2026-01-09T02:00,19,3.9,7.6,21.5,0.0,5.0,0.0,0.0,0.0,6.1,82
2026-01-09T03:00,19,3.7,8.0,21.8,0.0,5.3,0.0,0.0,0.0,5.7,81
2026-01-09T04:00,19,3.7,8.1,23.6,0.0,5.4,0.0,0.0,0.0,6.4,78
2026-01-09T05:00,19,4.6,10.5,34.7,0.0,5.8,0.0,0.0,0.0,7.1,78
2026-01-09T06:00,19,5.8,12.3,42.5,0.0,6.4,0.0,0.0,0.0,8.3,73
2026-01-09T07:00,19,7.6,16.7,61.7,0.0,7.5,0.0,0.0,0.0,10.2,74
2026-01-09T08:00,19,6.5,16.7,60.8,0.0,7.0,0.0,0.0,0.0,9.3,71
2026-01-09T09:00,19,5.4,13.4,47.7,0.0,6.9,0.0,0.0,0.0,11.0,68
2026-01-09T10:00,19,5.6,10.5,37.4,0.0,6.5,0.0,0.0,0.0,11.8,70
2026-01-09T11:00,19,4.3,9.4,31.8,0.0,6.5,0.0,0.0,0.0,12.8,67
2026-01-09T12:00,19,3.9,9.5,31.5,0.0,7.3,0.0,0.0,0.0,13.5,63
2026-01-09T13:00,19,4.1,9.2,30.1,0.0,7.0,0.0,0.0,0.0,12.7,65
2026-01-09T14:00,19,4.5,10.4,31.9,0.0,6.3,0.0,0.0,0.0,13.7,66
2026-01-09T15:00,19,4.9,11.9,30.0,0.0,6.2,0.0,0.0,0.0,13.4,65
2026-01-09T16:00,19,4.8,13.9,40.4,0.0,6.2,0.0,0.0,0.0,13.6,64
2026-01-09T17:00,19,5.8,14.4,43.8,0.0,6.4,0.0,0.0,0.0,12.8,65
2026-01-09T18:00,19,4.8,13.7,37.2,0.0,5.2,0.0,0.0,0.0,11.7,66
2026-01-09T19:00,19,4.1,10.6,33.3,0.0,5.7,0.0,0.0,0.0,10.9,70
2026-01-09T20:00,19,3.3,9.2,27.5,0.0,6.0,0.0,0.0,0.0,10.0,72
2026-01-09T21:00,19,3.2,8.8,20.3,0.0,5.8,0.0,0.0,0.0,9.2,71
2026-01-09T22:00,19,2.5,7.6,16.5,0.0,5.5,0.0,0.0,0.0,8.3,75
2026-01-09T23:00,19,2.5,6.4,16.1,0.0,5.0,0.0,0.0,0.0,7.8,76
2026-01-09T00:00,20,6.6,9.5,31.8,0.0,5.2,0.203,0.0,0.4,6.8,75
2026-01-09T01:00,20,5.5,8.7,24.7,0.0,5.4,0.162,0.0,0.3,6.3,78
2026-01-09T02:00,20,4.9,7.9,27.1,0.0,5.3,0.163,0.0,0.3,6.4,81
2026-01-09T03:00,20,4.4,7.9,26.0,0.0,5.0,0.146,0.0,0.3,6.3,79
2026-01-09T04:00,20,4.3,9.5,27.5,0.0,5.4,0.169,0.0,0.3,6.7,78
2026-01-09T05:00,20,6.7,10.9,38.4,0.0,5.0,0.244,0.0,0.6,7.7,77
2026-01-09T06:00,20,7.3,12.8,56.3,0.0,6.3,0.332,0.0,0.7,8.4,75
2026-01-09T07:00,20,10.6,17.8,80.8,0.0,6.3,0.453,0.0,1.0,8.9,73
2026-01-09T08:00,20,9.8,17.3,84.8,0.0,6.8,0.439,0.0,1.0,10.4,72
2026-01-09T09:00,20,7.7,14.8,57.8,0.0,7.0,0.317,0.0,0.7,10.7,71
2026-01-09T10:00,20,6.7,12.3,52.9,0.0,6.1,0.259,0.0,0.6,12.1,67
2026-01-09T11:00,20,6.3,10.9,46.2,0.0,6.5,0.252,0.0,0.5,12.1,64
2026-01-09T12:00,20,5.6,10.2,43.7,0.0,6.6,0.24,0.0,0.5,12.2,64
2026-01-09T13:00,20,5.7,8.7,42.0,0.0,5.6,0.23,0.0,0.5,12.7,61
2026-01-09T14:00,20,5.8,10.0,50.8,0.0,6.2,0.221,0.0,0.5,14.3,64
2026-01-09T15:00,20,5.8,10.7,47.7,0.0,5.3,0.252,0.0,0.5,13.7,64
2026-01-09T16:00,20,7.3,13.4,64.3,0.0,5.7,0.281,0.0,0.6,13.0,61
2026-01-09T17:00,20,7.6,14.5,70.9,0.0,5.6,0.347,0.0,0.8,12.7,64
2026-01-09T18:00,20,6.0,12.5,70.3,0.0,5.3,0.364,0.0,0.7,12.0,73
2026-01-09T19:00,20,5.0,10.2,64.5,0.0,4.8,0.275,0.0,0.7,11.2,68
2026-01-09T20:00,20,4.4,8.7,50.0,0.0,5.3,0.212,0.0,0.5,9.2,69
2026-01-09T21:00,20,4.1,7.8,34.3,0.0,4.9,0.166,0.0,0.4,8.4,71
2026-01-09T22:00,20,3.4,6.2,34.2,0.0,4.7,0.136,0.0,0.4,8.6,76
2026-01-09T23:00,20,3.3,6.3,30.3,0.0,4.4,0.135,0.0,0.4,7.3,79
2026-01-09T00:00,21,0.0,10.4,17.7,32.1,5.8,0.285,0.0,0.0,6.4,79
2026-01-09T01:00,21,0.0,9.3,13.8,24.7,5.7,0.235,0.0,0.0,7.2,80
2026-01-09T02:00,21,0.0,8.6,12.1,22.2,5.7,0.208,0.0,0.0,6.6,79
2026-01-09T03:00,21,0.0,7.8,11.3,24.6,5.4,0.223,0.0,0.0,6.8,79
2026-01-09T04:00,21,0.0,8.9,13.1,30.4,5.8,0.232,0.0,0.0,6.4,76
2026-01-09T05:00,21,0.0,10.8,17.3,41.6,5.7,0.331,0.0,0.0,7.8,75
2026-01-09T06:00,21,0.0,14.2,24.7,56.7,6.1,0.464,0.0,0.0,8.7,78
2026-01-09T07:00,21,0.0,18.3,34.8,81.8,6.8,0.646,0.0,0.0,9.1,72
2026-01-09T08:00,21,0.0,18.8,31.9,98.4,6.3,0.617,0.0,0.0,9.5,72
2026-01-09T09:00,21,0.0,13.1,25.8,103.6,6.6,0.5,0.0,0.0,11.2,71
2026-01-09T10:00,21,0.0,12.5,17.9,120.8,6.1,0.419,0.0,0.0,11.9,63
2026-01-09T11:00,21,0.0,11.3,15.5,135.1,6.1,0.416,0.0,0.0,12.9,69
2026-01-09T12:00,21,0.0,10.2,14.4,148.8,5.7,0.357,0.0,0.0,13.2,69
2026-01-09T13:00,21,0.0,10.4,13.4,138.6,5.9,0.365,0.0,0.0,14.3,61
2026-01-09T14:00,21,0.0,11.8,13.5,139.1,4.5,0.401,0.0,0.0,13.6,61
2026-01-09T15:00,21,0.0,12.7,12.6,113.5,4.6,0.405,0.0,0.0,13.0,64
2026-01-09T16:00,21,0.0,14.9,15.8,94.7,4.5,0.497,0.0,0.0,13.2,63
2026-01-09T17:00,21,0.0,14.9,19.3,71.4,4.5,0.652,0.0,0.0,12.4,68
2026-01-09T18:00,21,0.0,12.0,16.7,74.0,3.4,0.58,0.0,0.0,12.4,70
2026-01-09T19:00,21,0.0,11.0,12.4,56.5,3.7,0.515,0.0,0.0,11.4,68
2026-01-09T20:00,21,0.0,9.4,8.0,47.4,3.4,0.415,0.0,0.0,9.7,73
2026-01-09T21:00,21,0.0,8.5,6.6,44.4,3.5,0.333,0.0,0.0,9.6,77
2026-01-09T22:00,21,0.0,7.2,5.5,35.6,3.1,0.262,0.0,0.0,7.6,76
2026-01-09T23:00,21,0.0,6.7,4.4,33.7,2.7,0.259,0.0,0.0,8.0,75
2026-01-09T00:00,22,0.0,10.5,29.4,0.0,4.5,0.334,0.0,1.5,7.0,79
